advanced_priority_rank,state,city,station_name,current_aqi,current_aqi_category,forecast_aqi_next,forecast_aqi_category,forecast_aqi_change,forecast_trend,hotspot_status,advanced_priority_score,advanced_priority_category,health_exposure_risk_score,dispersion_index,satellite_aerosol_proxy_score,primary_pollution_source,recommended_intervention,lat,lon
197,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",364.85,Very Poor,368.3203780190102,Very Poor,3.470378019010184,Stable,Critical forecast hotspot,47.84,Moderate,52.63,49.54,25.45,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",21.152875,79.0517531
198,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",400.0,Very Poor,402.2706513591272,Severe,2.270651359127214,Stable,Critical forecast hotspot,47.77,Moderate,55.15,33.84,30.29,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",18.897756,72.81332
199,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",382.43,Very Poor,373.2353180015273,Very Poor,-9.194681998472731,Stable,Critical forecast hotspot,47.76,Moderate,52.64,56.46,17.51,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",23.016834,72.625775
200,Uttar Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",317.99,Very Poor,318.4932220581846,Very Poor,0.5032220581845763,Stable,Critical forecast hotspot,47.75,Moderate,47.62,67.8,23.4,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",28.840739,78.697531
201,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",358.99,Very Poor,358.1263454106785,Very Poor,-0.863654589321527,Stable,Critical forecast hotspot,47.74,Moderate,50.35,59.47,20.55,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",22.977134,72.553024
202,Haryana,Rohtak,"MD University, Rohtak - HSPCB",425.28,Severe,428.2220265412571,Severe,2.942026541257121,Stable,Critical forecast hotspot,47.66,Moderate,61.83,15.8,33.1,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",28.52123,76.37138
203,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",382.43,Very Poor,390.170917294614,Very Poor,7.7409172946140075,Stable,Critical forecast hotspot,47.61,Moderate,53.32,52.47,17.23,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",23.107969,72.574648
204,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",376.57,Very Poor,379.8557527751878,Very Poor,3.2857527751878024,Stable,Critical forecast hotspot,47.6,Moderate,58.86,28.56,34.22,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",28.4275,77.1465
205,Odisha,Barbil,"Forest Office, Barbil - OSPCB",312.13,Very Poor,315.3066781548555,Very Poor,3.1766781548554945,Stable,Critical forecast hotspot,47.57,Moderate,46.6,67.25,24.97,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",22.1166054,85.3945546
206,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",329.7,Very Poor,322.6516990613783,Very Poor,-7.048300938621708,Stable,Critical forecast hotspot,47.47,Moderate,48.19,63.3,24.59,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",10.5324,76.2159
206,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",306.27,Very Poor,306.5275799016184,Very Poor,0.2575799016184419,Stable,Critical forecast hotspot,47.47,Moderate,47.86,69.38,22.84,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",22.18972222,84.86277778
207,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",271.3,Poor,265.01057777777845,Poor,-6.28942222222156,Stable,High forecast hotspot,47.36,Moderate,41.91,94.26,14.13,Vehicular traffic,"High-priority intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",26.181742,91.78063
208,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",406.6,Severe,408.59742522287655,Severe,1.9974252228765295,Stable,Critical forecast hotspot,47.33,Moderate,53.63,40.67,23.13,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",21.6439,85.599355
209,West Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",341.42,Very Poor,340.91553188203085,Very Poor,-0.5044681179691679,Stable,Critical forecast hotspot,47.28,Moderate,48.7,64.19,19.61,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",22.58157048,88.41002457
210,Delhi,Delhi,"Najafgarh, Delhi - DPCC",394.14,Very Poor,393.6648891225794,Very Poor,-0.47511087742060454,Stable,Critical forecast hotspot,47.14,Moderate,55.39,33.32,29.66,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",28.570173,76.933762
211,Tamil Nadu,Chennai,"Kodungaiyur, Chennai - TNPCB",382.43,Very Poor,319.4616546740875,Very Poor,-62.96834532591248,Decreasing,Critical forecast hotspot,47.12,Moderate,53.67,46.93,28.99,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",13.1278,80.2642
212,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",431.51,Severe,433.4159273015874,Severe,1.9059273015873828,Stable,Critical forecast hotspot,47.01,Moderate,56.87,22.26,30.29,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",26.895552,76.334753
213,Uttar Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",323.85,Very Poor,323.32000866821954,Very Poor,-0.5299913317804794,Stable,Critical forecast hotspot,47.0,Moderate,53.09,52.25,27.45,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",29.06351,77.709723
214,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",353.14,Very Poor,365.4351883044143,Very Poor,12.295188304414296,Stable,Critical forecast hotspot,46.97,Moderate,50.93,45.57,28.18,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",16.9872867,81.7363176
215,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",400.0,Very Poor,405.1690676777896,Severe,5.169067677789599,Stable,Critical forecast hotspot,46.92,Moderate,55.13,32.71,27.62,Construction / road dust,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",28.493624,77.201159
215,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",376.57,Very Poor,306.7320325630993,Very Poor,-69.83796743690067,Decreasing,Critical forecast hotspot,46.92,Moderate,50.74,53.04,27.98,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",23.142888,79.916147
216,Andhra Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",323.85,Very Poor,325.01646491498406,Very Poor,1.166464914984033,Stable,Critical forecast hotspot,46.84,Moderate,48.65,53.25,30.74,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",13.615387,79.40923
217,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",323.85,Very Poor,361.5426918339297,Very Poor,37.6926918339297,Increasing,Critical forecast hotspot,46.83,Moderate,49.88,50.36,25.19,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",21.14472,79.107595
218,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",358.99,Very Poor,363.4152907582861,Very Poor,4.42529075828611,Stable,Critical forecast hotspot,46.7,Moderate,55.56,29.66,36.58,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",26.902909,75.836858
219,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",364.85,Very Poor,360.108963326708,Very Poor,-4.741036673292001,Stable,Critical forecast hotspot,46.67,Moderate,50.12,48.95,25.69,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",13.94,75.555917
220,Tamil Nadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",259.03,Poor,272.78374200752427,Poor,13.753742007524295,Stable,High forecast hotspot,46.62,Moderate,47.27,56.24,38.16,Construction / road dust,"High-priority intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",13.4127,80.1081
221,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",306.27,Very Poor,308.5540286526297,Very Poor,2.284028652629729,Stable,Critical forecast hotspot,46.61,Moderate,47.26,67.06,22.0,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",29.2124114,78.9611753
222,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",364.85,Very Poor,374.29097321028513,Very Poor,9.440973210285108,Stable,Critical forecast hotspot,46.6,Moderate,51.21,52.9,18.32,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",19.060498,72.923356
223,Uttar Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",285.65,Poor,293.36343598505067,Poor,7.713435985050694,Stable,High forecast hotspot,46.54,Moderate,46.98,63.74,27.77,Vehicular traffic,"High-priority intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",26.90723,80.98579
224,Gujarat,Surat,"Science Center, Surat - SMC",400.0,Very Poor,402.59224563492086,Severe,2.5922456349208574,Stable,Critical forecast hotspot,46.32,Moderate,52.95,49.3,13.48,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",21.170046,72.795405
225,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",370.71,Very Poor,381.0201606166055,Very Poor,10.310160616605515,Stable,Critical forecast hotspot,46.16,Moderate,49.88,49.32,20.17,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",23.163798,72.677768
226,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",425.28,Severe,428.79583213524177,Severe,3.5158321352417943,Stable,Critical forecast hotspot,46.11,Moderate,56.18,25.0,26.1,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",26.259242,78.216432
227,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",323.85,Very Poor,334.0209837445645,Very Poor,10.170983744564467,Stable,Critical forecast hotspot,46.03,Moderate,47.18,58.81,22.74,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",25.251013,86.989001
228,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",412.83,Severe,412.33573329498034,Severe,-0.49426670501964054,Stable,Critical forecast hotspot,46.02,Moderate,54.83,28.7,26.92,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",25.106006,76.469948
229,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",406.6,Severe,412.70358398845207,Severe,6.103583988452044,Stable,Critical forecast hotspot,45.86,Moderate,53.49,35.08,22.06,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",25.16409,75.858137
230,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",406.6,Severe,407.12918888888896,Severe,0.5291888888889389,Stable,Critical forecast hotspot,45.85,Moderate,53.69,36.2,21.82,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",23.838586,78.759431
231,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",364.85,Very Poor,362.3014277506552,Very Poor,-2.5485722493448293,Stable,Critical forecast hotspot,45.84,Moderate,55.84,21.94,40.08,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",28.194909,76.862296
232,Maharashtra,Pimpri-Chinchwad,"Transport Nagar-Nigdi, Pune - IITM",431.51,Severe,413.4069603838381,Severe,-18.10303961616188,Stable,Critical forecast hotspot,45.83,Moderate,53.57,37.7,18.3,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",18.664282,73.763966
233,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",376.57,Very Poor,385.3546834808398,Very Poor,8.784683480839817,Stable,Critical forecast hotspot,45.76,Moderate,54.22,27.85,32.28,Construction / road dust,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",26.843698,75.766894
234,Delhi,Delhi,"Aya Nagar, Delhi - IITM",376.57,Very Poor,380.48140803267466,Very Poor,3.9114080326746716,Stable,Critical forecast hotspot,45.7,Moderate,54.37,28.93,31.8,Construction / road dust,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",28.4706914,77.1099364
235,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",323.85,Very Poor,319.2487107336162,Very Poor,-4.601289266383844,Stable,Critical forecast hotspot,45.69,Moderate,48.69,49.15,30.85,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",13.20488,79.097889
236,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",271.3,Poor,288.3501388904776,Poor,17.05013889047757,Stable,High forecast hotspot,45.57,Moderate,41.86,75.59,20.21,Industrial combustion,"High-priority intervention: Increase industrial emission inspection, check stack compliance, enforce fuel-quality standards, and monitor nearby industrial clusters.",22.06631475,83.33820077
